"축제ID","축제명","개최장소","축제시작일자","축제종료일자","축제내용","홈페이지주소","소재지도로명주소","소재지지번주소","위도","경도"
667,"제28회 서귀포칠십리축제","서귀포시 자구리공원 및 시내 일원",22/10/14,22/10/16,"칠십리 퍼레이드+문화예술 한마당 등","https://seogwipo.go.kr/festivals/70ni/index.htm","제주특별자치도 서귀포시 칠십리로 120-12","제주특별자치도 서귀포시 서귀동 6",33.24144151,126.5668484
668,"제23회 서귀포 겨울바다 국제펭귄수영대회","중문색달해수욕장 (중문관광단지 내)",23/01/01,23/01/01,"2023 새로운 출발 새로운 다짐","https://seogwipo.go.kr/festivals/penguinswimming/info/intro.htm","주소 X","제주특별자치도 서귀포시 색달동 3304-1",33.24523114,126.4080834
669,"제30회 성산일출축제","서귀포시 성산일출봉 일원",22/12/31,23/01/01,"코로나19 종식 기원 제주 큰굿+성산 10경+열린 음악회 등","https://www.sunrisefestival.kr/welcome","제주특별자치도 서귀포시 성산읍 일출로 284-12","제주특별자치도 서귀포시 성산읍 성산리 85",33.46223376,126.9368007
670,"제22회 최남단 방어축제","모슬포항 일원",22/11/26,22/12/25,"청정 바다의 흥과멋과 맛의 향연","http://bangeofestival.com/introduction","제주특별자치도 서귀포시 대정읍 최남단해안로 66","제주특별자치도 서귀포시 대정읍 하모리 770-28",33.21449893,126.2520491
671,"삼수 매봉산 바람개비 축제","매봉산 일원",22/08/05,22/08/07,"공연+체험프로그램+부스 운영 등","http://tbcf.or.kr/","강원도 태백시 장성1길 171","강원도 태백시장성동 169-1",37.10051315,129.0082172
672,"장성탄탄축제활기찬동행","장성중앙시장 일원",22/09/24,22/09/25,"공연+체험프로그램+부스 운영 등","http://tbcf.or.kr/","강원도 태백시 장성1길 171","강원도 태백시장성동 169-1",37.10051315,129.0082172
673,"태백 황지연못 황부자며느리 축제","횡지연못(문화광장) 일원",22/09/23,22/09/25,"마당극+걷기행사+가요제+야시장","http://tbcf.or.kr/","강원도 태백시 장성1길 171","강원도 태백시장성동 169-1",37.10051315,129.0082172
674,"철암 단풍축제","철암단풍군락지 일원",22/10/14,22/10/16,"단풍길 걷기대회+전시회+먹거리 장터 등","http://tbcf.or.kr/","강원도 태백시 장성1길 171","강원도 태백시장성동 169-1",37.10051315,129.0082172
675,"태백산 눈축제","태백산국립공원+황지연못 일원",23/01/01,23/01/01,"눈조각대회+눈꽃등반대회+체험행사+공연 등","http://tbcf.or.kr/","강원도 태백시 장성1길 171","강원도 태백시장성동 169-1",37.10051315,129.0082172
676,"강릉단오제","강릉시 남대천 단오장 및 지정행사장",22/05/30,22/06/06,"문화재행사+단오TV+전시+시민참여행사+단오유스페스티벌+온라인 챌린지 행사 등","http://www.danojefestival.or.kr","강원도 강릉시 단오장길 1 (노암동)","강원도 강릉시 노암동 722-2",37.74820212,128.8950714
677,"도솔산지구전투 전승행사","도솔산전적비",22/06/19,22/06/19,"추모식","https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=286&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012","강원도 양구군 양구읍 박수근로 366-33","강원도 양구군 양구읍 상리 399",38.10632441,127.981517
678,"제주허브동산 설유화 축제","제주허브동산",23/03/25,23/04/15,"제주허브동산에서 봄나들이 시즌을 맞아 3월 25일부터 설유화 축제를 개최한다.","www.herbdongsan.com","제주특별자치도 서귀포시 표선면 돈오름로 170","주소 X",33.3291241,126.8147261
679,"휴애리 봄 수국축제","휴애리",23/04/07,23/06/14,"2023 휴애리 봄 수국축제는 정성스럽게 키운 다양한 수국을 온실 수국정원 카페주변등 공원 곳곳에서 감상할 수 있어 제주도민과 상춘객에게 인기가 좋은 제주 대표 봄 축제가 될 것으로 전망된다.","www.hueree.com","제주특별자치도 서귀포시 남원읍 신례동로 256","주소 X",33.3085451,126.6343808
680,"빛의 벙커 ’세잔프로방스의빛/칸딘스키’ 전","빛의 벙커",22/11/04,23/10/15,"현대미술의 아버지로 칭송받는 세잔과 추상미술의 창시자 칸딘스키의 작품들이 벙커 내부를 가득 채운다.","www.deslumieres.co.kr/bunker","제주특별자치도 서귀포시 선산읍 서성이로 1168번길 89-17","주소 X",33.439863,126.899177
681,"친환경 그래비티 레이싱 : 23시즌 정규 라운드(9.81파크)","9.81파크",23/01/30,23/11/05,"제주의 자연을 느끼며 레이싱을 즐기고 탑승기록과 영상까지 무료로 받을 수 있는 9.81파크의 대표 액티비티인 ‘레이스 981’의 2023년 시즌 X리그 정규 라운드가 개막했다.","www.981park.com/","제주특별자치도 제주시 애월읍 천덕로 880-24","주소 X",33.39003694,126.366509
682,"제주 다이노스 어라이브 <JEJU DINOS ALIVE>","제주항공우주박물관",22/08/10,23/08/09,"수중 공룡들과 함게 뛰어 노는 <언더워터 이머시브 체험존> 어린이 관람객을 위한 <공룡 라이더> <3D 라이브 스케치> 공룡과 달리기 경주하는 <다이노 레이스> 고고학자가 되어보는 <공룡화석 발굴체험>과 고해상도 미디어아트로 연출된 실감미디어 전시 체험 등을 경험할 수 있다.","www.dinosalive.co.kr/","제주특별자치도 서귀포시 안덕면 녹차분재로 218","주소 X",33.3042074,126.2996615
683,"마노르블랑 수국축제","마노르블랑",23/04/20,23/08/31,"작년에 이어 올해도 유럽수국축제를 맞이하고 있다.","manorblanc.modoo.at/","제주특별자치도 서귀포시 안덕면 일주서로2100번길 46","주소 X",33.25482364,126.2949866
684,"플리마켓 <신화愛퐁당>","제주신화월드",23/04/08,24/03/31,"제주애퐁당과 제주 로컬 기업·상점들이 손잡고 제주신화월드에서 지역 사회 상생 발전과 소상공인 및 청년 기업의 다양한 제품 홍보를 하고있다.","www.shinhwaworld.com/article.aspx?lang=KR&aid=8189","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38","주소 X",33.30497268,126.316352
685,"LASP X 신라 : 공간과 순간이 만나 예술이 되다","제주신라면세점",23/04/01,23/09/26,"문화를 통한 공유라는 가치 아래 지역 신진 작가들의 활동을 지원하는 아트플랫폼 라스프 신라면세점 제주점과 협업으로 제주 작가 6인의 첫 전시를 개관합니다.","홈페이지 정보 없음","제주특별자치도 제주시 노연로 69","주소 X",33.48628575,126.4875771
686,"구팔일 올데이페스티벌","9.81파크",23/04/29,23/08/26,"한낮부터 해질 때까지 끝없이 이어지는 라이브 디제잉을 제주 자연과 함께","www.981park.com/","제주특별자치도 제주시 애월읍 천덕로 880-24","주소 X",33.39003694,126.366509
687,"삼다공원 야간콘서트","삼다공원",23/04/28,23/06/16,"제주시 연동 도심 속 삼다공원에서 펼쳐지는 야간공연","www.instagram.com/samda_concert/","제주특별자치도 제주시 은남길 8","주소 X",33.48893171,126.495684
688,"철원 DMZ 평화 꽃송이 축제","고석정 꽃밭",19/09/06,19/10/06,"세종대왕 강무행차, k-pop공연, 꽃밭 주야간 개장 등","홈페이지 정보 없음","강원도 철원군 동송읍 태봉로 1799-15","주소 X",38.1867615323,127.29162646
689,"DMZ피스트레인 뮤직 페스티벌","고석정+노동당사+월정리역+소이산",19/06/05,19/06/09,"음악공연, 무용공연, 국제컨퍼런스 등","홈페이지 정보 없음","강원도 철원군 동송읍 태봉로 1825","강원도 철원군 동송읍 장흥리 20-20",38.1871925438,127.2878203502
690,"정선아리랑제","강원도 정선군 정선읍 아라리공원",23/09/14,23/09/17,"강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승","www.arirangfestival.kr","강원도 정선군 정선읍 봉양3길 17","강원도 정선군 정선읍 봉양리 253-1",37.38024298,128.6602287
691,"동성로축제","동성로 야외무대",11/05/20,11/05/22,"개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌","홈페이지 정보 없음","대구광역시 중구 동성로28","대구광역시 중구 동성로2가 165-1",35.8692058,128.5954708
692,"동성로축제","동성로 야외무대",12/05/18,12/05/20,"개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌","홈페이지 정보 없음","대구광역시 중구 동성로28","대구광역시 중구 동성로2가 165-1",35.8692058,128.5954708
693,"동성로축제","동성로 야외무대",13/05/17,13/05/19,"개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌","홈페이지 정보 없음","대구광역시 중구 동성로28","대구광역시 중구 동성로2가 165-1",35.8692058,128.5954708
694,"동성로축제","동성로 야외무대",14/10/03,14/10/05,"개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌","홈페이지 정보 없음","대구광역시 중구 동성로28","대구광역시 중구 동성로2가 165-1",35.8692058,128.5954708
695,"동성로축제","동성로 야외무대",15/05/01,15/05/03,"개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌","홈페이지 정보 없음","대구광역시 중구 동성로28","대구광역시 중구 동성로2가 165-1",35.8692058,128.5954708
696,"동성로축제","동성로 야외무대",16/05/13,16/05/15,"개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌","홈페이지 정보 없음","대구광역시 중구 동성로28","대구광역시 중구 동성로2가 165-1",35.8692058,128.5954708
697,"동성로축제","동성로 야외무대",17/05/12,17/05/14,"개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌","홈페이지 정보 없음","대구광역시 중구 동성로28","대구광역시 중구 동성로2가 165-1",35.8692058,128.5954708
698,"구례300리벚꽃축제","구례읍+문척면",23/03/31,23/04/02,"축하공연+체험프로그램+야관경관조명+버스킹","https://www.gurye.go.kr/tour/detail.do?tourId=TOUR_0000000039&menuNo=104001003000","전라남도 구례군 구례읍 서시천로 106","전라남도 구례군 구례읍 봉북리 1423-1",35.2166161023,127.4668741223
699,"지리산남악제","구례읍+마산면",23/04/19,23/04/21,"군민한마당+제례+공연+전시체험","https://www.gurye.go.kr/tour/detail.do?tourId=TOUR_0000000101&menuNo=104001004000","전라남도 구례군 구례읍 서시천로 106","전라남도 구례군 구례읍 봉북리 1423-1",35.2166161023,127.4668741223
700,"구례뮤직페스티벌","용방면",22/08/26,22/08/27,"락밴드 공연+체험+먹거리부스 운영","http://naturaldreampark.co.kr/information.html","주소 X","전라남도 구례군 용방면 죽정리 921",35.272588,127.4140341512
701,"구례동편소리축제","구례읍",22/10/13,22/10/16,"거리예술공연+명인명창전","https://www.gurye.go.kr/tour/detail.do?tourId=TOUR_0000000102&menuNo=104001005000","전라남도 구례군 구례읍 서시천로 76-11","전라남도 구례군 구례읍 봉북리 25",35.2157240485,127.4680870405
702,"다문화축제","달서아트센터",24/10/13,24/10/13,"다문화 어울림제","https://dalseo.familynet.or.kr/center","대구광역시 달서구 문화회관길 160","대구광역시 달서구 장기동 722-1",35.84342427,128.5228246
703,"두근두근페스티벌","월광수변공원",24/09/28,24/09/28,"결혼 콘텐츠 프로그램, 공연, 체험 및 홍보부스 등","https://www.dalseo.daegu.kr","대구광역시 달서구 월곡로 5","대구광역시 달서구 도원동 898-1",35.7988027,128.5482878
704,"장미꽃 필(feel)무렵","이곡장미공원",24/05/10,24/05/12,"움직이는 포토존 + 장미꽃 홍보단 + 장미 시화전 + 체험 프로그램 운영","http://www.dscf.or.kr","주소 X","대구광역시 달서구 이곡동 1306-6",35.8577989421,128.5147832
705,"희망달서 대축제","달서아트센터",24/10/12,24/10/13,"희망가득체험부스 + 다문화 어울림제 + 축하 콘서트 등","http://www.dscf.or.kr","대구광역시 달서구 문화회관길 160(장기동)","대구광역시 달서구 장기동 722-1",35.84342427,128.5228246
706,"선사문화체험축제","한샘청동공원",24/05/17,24/05/18,"선사테마축제 및 체험프로그램 운영 등","http://artko16.netto.kr/","주소 X","대구광역시 달서구 대천동 353-5",35.8195134852,128.5187423025
707,"물의 감정 In The Mood For Water","갤러리 공간 공일",22/02/18,22/02/24,"춘천 대표자원인 물을 주제로 한 로켈크리에이터 간의 협업 전시","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10181&search_type=1&search_keyword=EBACBCEC9D98+EAB090ECA0953A+In+The+Mood+For+Water","강원도 춘천시 향교앞길 13-4","강원도 춘천시 교동 140",37.87993475,127.73440053
708,"조운플레잉","춘천 지하상가",22/02/10,22/02/16,"초등학생 대상으로 하는 체험과 가족, 친구, 연인 등 그룹 체험","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7653&search_type=1&search_keyword=ECA1B0EC9AB4ED948CEBA088EC9E89","강원도 춘천시 중앙로 51-2","강원도 춘천시 중앙로2가 116 춘천지하쇼핑몰",37.879128,127.728918
709,"개나리아트페어2022","개나리미술관",22/04/05,22/04/17,"긴 겨울을 기다린 후에 개화하는 봄꽃’과 같은 아트페어","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10344&search_type=1&search_keyword=EAB09CEB8298EBA6ACEC9584ED8AB8ED8E98EC96B42022","강원도 춘천시 동내면 거두택지길44번길 7-19","강원도 춘천시 동내면 거두리 1123-6",37.854552,127.758253
710,"제10회 무안황토갯벌축제","무안황토갯벌랜드 일원",24/06/21,24/06/23,"갯벌 가족 참여 프로그램+지역 문화와 농산물 향유 프로그램 운영 등","http://tour.muan.go.kr/","전라남도 무안군 해제면 황토갯벌길 110","전라남도 무안군 해제면 유월리 1-1",35.10332391,126.3319409
711,"다문화 한글 백일장","병암서원",24/10/04,24/10/04,"시화 전시회 등","https://dalseo.familynet.or.kr/center","대구광역시 달서구 새방로 21","대구광역시 달서구 용산동 521",35.86132506,128.5206615
712,"해운대 구립예술단(3개) 정기공연","문화회관+영화의 전당",24/10/01,24/10/01,"3개 예술단 정기 공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
713,"달너머 달맞이 별다솜 음악회","달맞이 어울마당",24/11/01,24/11/01,"공연팀+대중가수 공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
714,"크리스마스 구남로 거리공연","구남로 문화거리",24/12/01,24/12/01,"크리스마스 버스킹 공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
715,"만드리풍년제","서구 서창동 세동마을 들녘",23/08/31,23/08/31,"공식행사+들노래재현+문화예술공연+전통문화체험부스","seogu.gwangju.kr","광주광역시 서구 눌재로 408","주소 X",35.11304585,126.8303549
716,"광주서창억새축제","영산강(극락교~서창교 3.5km)일원",23/10/06,23/10/10,"공식행사+걷기행사+생태환경콘서트+억새생태포토존+체험행사 등","seogu.gwangju.kr","광주광역시 서구 서창둑길 377","광주광역시 서구 벽진동 505-1",35.13849306,126.8287574
717,"2022 하영올레 걷기 축제","하영올레 코스",22/03/25,22/03/27,"일자별 코스 걷기+길 위의 이벤트 등","홈페이지 정보 없음","제주특별자치도 서귀포시 중앙로 105","제주특별자치도 서귀포시 서홍동 440-1",33.254204,126.560218
718,"제24회 서귀포유채꽃국제걷기대회","제주월드컵경기장일원",22/03/26,22/03/27,"코로나19로 지친 몸과 마음을 달랠 수 있는 유채꽃 걷기 대회","https://cafe.daum.net/seogwipo-walking","제주특별자치도 서귀포시 월드컵로 33","주소 X",33.246219,126.509275
719,"제39회 제주유채꽃축제","온라인 개최",22/04/08,22/04/10,"가시리 명소탐방+유채꽃 버스킹","http://www.seogwipo.go.kr/festivals/uchae/index.htm","제주특별자치도 서귀포시 표선면 녹산로 381-15","제주특별자치도 서귀포시 표선면 가시리 3149-33",33.383096,126.736285
720,"제26회 한라산 청정 고사리 축제","남원읍 일원 (비대면 개최)",22/04/23,22/04/24,"세계 7대 자연경관 유네스코 지정 세계자연유산 3관왕에 빛나는 대한민국 관광 일번지 제주를 걷고 보고 만지고 느끼는 축제입니다. 서귀포시 공식 유튜브 채널을 통해 온라인으로 만날 수 있습니다.","http://www.jejugosari.net/","제주특별자치도 서귀포시 남원읍 태위로 695","제주특별자치도 서귀포시 남원읍 남원리 205-1",33.279896,126.720677
721,"제11회 서귀포 봄맞이축제","이중섭공원",22/06/11,22/06/11,"원도심 노지문화 마을산책+진달래꽃 화전놀이 체험 등","http://nojiculture.kr","제주특별자치도 서귀포시 이중섭로 27-3","제주특별자치도 서귀포시 서귀동 532-1",33.24586163,126.564874
722,"제1회 성산조개바당축제","성산읍 내수면 모래갯벌",22/07/15,22/07/16,"조개잡기 체험+수상레저 체험","https://www.instagram.com/seongsan_ssf","주소 X","제주특별자치도 서귀포시 성산읍 고성리 263",33.455332,126.925521
723,"제3회 서귀포 은갈치축제","서귀포항 동부두 일원",22/09/30,22/10/02,"선상낚시체험+수산물 요리 교실+새벽 경매장 체험","http://xn--w39ap6a120byyfq5af5t8kbl1x.kr/index.php","제주특별자치도 서귀포시 칠십리로72번길 18","제주특별자치도 서귀포시 서귀동 758-1",33.2399956,126.5664732
724,"제27회 표선해변 하얀모래축제","표선해수욕장 일대",22/07/30,22/07/31,"축하공연+노래자랑+광어맨손잡기 등","https://seogwipo.go.kr/festivals/pyoseon/index.htm","주소 X","제주특별자치도 서귀포시 표선면 표선리 464-3",33.32847277,126.8365477
725,"제7회 돈내코계곡 원앙축제","돈내코 유원지",22/08/06,22/08/06,"탐방 프로그램+축하공연 등","https://seogwipo.go.kr/festivals/donnaeko/index.htm","제주특별자치도 서귀포시 돈내코로 114","제주특별자치도 서귀포시 상효동 1459",33.30023859,126.5847715
726,"포항거리예술축제","송도 솔밭 도시 숲 및 송도동 일대",22/10/21,22/10/23,"거리예술 공연, 공공미술전시, 숲속 도서관, 거리예술 교육프로그램 운영","http://www.phcf.or.kr","경상북도 포항시 남구 송도해안길 112번길 3","경상북도 포항시 남구 송도동 254-477",36.0403685281,129.3766797308
727,"제8회 철원 한탄강 얼음트레킹","철원 한탄강 및 승일공원 일원",20/01/18,20/01/27,"개막행사, 얼음트레킹, 똥바람 알통구보대회 등","https://www.cwgfestival.com","주소 X","강원도 철원군 갈말읍 내대리 550",38.188522,127.300353
728,"제13회 철원 화강 다슬기축제","김화생활체육공원 및 화강 일원",19/08/01,19/08/04,"개막행사, 황금다슬기잡기 등 체험프로그램, 축하공연 등","https://www.cwgfestival.com","강원도 철원군 김화읍 청양로 649","강원도 철원군 김화읍 청양리 1",38.249835,127.4136593909
729,"2019 송년콘서트 및 청소년페스티벌","철원실내체육관",19/12/16,19/12/17,"송년콘서트, 청소년페스티벌","https://www.cwgfestival.com","강원도 철원군 갈말읍 갈말로 75","강원도 철원군 갈말읍 군탄리 1341",38.161341,127.303257
730,"2022 보은대추축제","온라인축제",22/10/14,22/10/23,"대추 및 농특산물 전시판매+랜선 콘서트+유튜브 홈쇼핑","http://www.boeunjujube.com/","충청북도 보은군 보은읍 군청길 38","충청북도 보은군 보은읍 이평리 45",36.48970363,127.7297482
731,"강경젓갈축제","강경금강둔치 일원",23/10/19,23/10/22,"강경젓갈 우수성 홍보","홈페이지 정보 없음","충청남도 논산시 강경읍 금백로 45","충청남도 논산시 강경읍 황산리 198",36.15755625,127.0098063
732,"연산대추문화축제","연산문화창고연산별당 일원",23/10/13,23/10/15,"연산대추 우수성 홍보","홈페이지 정보 없음","충청남도 논산시 연산면 연산4길 10-7","충청남도 논산시 연산면 연산리 392",36.2162708,127.216078
733,"제11회 수영강변축제","수영강시민공원",24/10/01,24/10/01,"개막행사+무대공연 등","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
734,"제19회 부산불꽃축제","동백섬+마린시티 일원",24/11/01,24/11/01,"불꽃쇼+무대공연 등","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
735,"제11회 해운대 빛축제","구남로+해운대해수욕장+등",24/12/01,24/12/01,"빛시설물 전시+체험프로그램 등","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
736,"제37회 해운대북극곰축제","해운대해수욕장 일원",24/12/01,24/12/01,"북극곰 수영대회+체험프로그램+무대공연 등","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
737,"2025 카운트다운&해맞이 축제","해운대해수욕장 일원",24/12/31,25/01/01,"카운트다운 행사+해맞이 행사+부대 프로그램 등","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
738,"찾아가는 마음나눔 음악회(반송2동)","반송문화마당",24/04/01,24/04/01,"식전공연: 국악 등 전통공연 /본공연: 대중가수 공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
739,"4월 거리예술공연","문화복합센터",24/04/01,24/04/01,"신청사 착공식과 연계한 거리공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
740,"해운대 수목원 야외콘서트","해운대수목원",24/05/01,24/05/01,"3개 구립예술단 및 대중가수 공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
741,"청소년오케스트라 음악소풍","APEC 나루공원",24/05/01,24/05/01,"청소년오케스트라 상반기 야외연주회","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
742,"청사포 바다콘서트","청사포 일대",24/06/01,24/06/01,"오케스트라 클래식 공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
743,"찾아가는 마음나눔 음악회(반여3동)","반여3동 초록공원",24/06/01,24/06/01,"어르신들을 위한 맞춤형 공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
744,"찾아가는 영화관Ⅰ","대천공연",24/07/01,24/07/01,"야외 영화관 상영","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
745,"영화의 거리 영화음악 콘서트","영화의 거리",24/08/01,24/08/01,"영화+음악 해설이 있는 영화음악 콘서트 공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
746,"세대공감+신나는 풍류 콘서트","해운대해수욕장",24/08/01,24/08/01,"고향사랑기부제 기금제안사업(선정시 진행)","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
747,"찾아가는 영화관Ⅱ (드라이브-인-시네마)","해운대수목원",24/09/01,24/09/01,"야외 영화관 상영","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
748,"반여1동 수영강 콘서트","수영강 시민공원",24/10/01,24/10/01,"라이브 대중가수 공연","홈페이지 정보 없음","부산광역시 해운대구 중동2로 11","부산광역시 해운대구 중동 1378-95",35.16313992,129.1635303
749,"땅끝 해넘이·해맞이 축제","땅끝마을일원",22/12/31,23/01/01,"해넘이제례+달집태우기+해맞이 등","www.haenam.go.kr","전라남도 해남군 송지면 땅끝마을길 70-14","전라남도 해남군 송지면 송호리 1127-4",34.29820555,126.5293719
750,"2023 춘천연극제","봄내극장",23/07/01,23/10/28,"관객과 함께 웃고 호흡하는 연극제","홈페이지 정보 없음","강원특별자치도 춘천시 서부대성로 71","강원특별자치도 춘천시 옥천동 73-2",37.882374,127.731332
751,"2023 춘천오페라페스티발","KT&G 상상마당 춘천 야외무대",23/09/14,23/09/16,"오페라 토스카 전막공연+사전행사","홈페이지 정보 없음","강원특별자치도 춘천시 스포츠타운길399번길 25","강원특별자치도 춘천시 삼천동 223-2",37.873618,127.702092
752,"마임프린지","축제극장몸짓",23/03/02,23/03/05,"신진예술가들의 자유로운 창작 공연","홈페이지 정보 없음","강원특별자치도 춘천시 춘천로 112","강원특별자치도 춘천시 효자동 531",37.873069,127.727824
753,"마임프린지 시민 심사단 모집","축제극장몸짓",23/02/13,23/02/24,"신진예술가들의 자유로운 창작 공연","홈페이지 정보 없음","강원특별자치도 춘천시 춘천로 112","강원특별자치도 춘천시 효자동 531",37.873069,127.727824
754,"2015 안양 아줌마축제","평촌중앙공원",15/05/30,15/05/31,"아줌마 축제 개막식 및 폐막식 공연+ 주민자치센터 끼열전+ 명사초청가요제 등","http://www.ayac.or.kr","경기도 안양시 동안구 관평로 149 (평촌동)","경기도 안양시 동안구 평촌동 895",37.390137,126.9613287
755,"2016 안양 시민축제","평촌중앙공원+삼덕공원+범계로데오",16/09/24,16/09/25,"시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송 등","http://www.ayac.or.kr","경기도 안양시 동안구 관평로 149 (평촌동)","경기도 안양시 동안구 평촌동 895",37.390137,126.9613287
756,"2016 안양 아줌마축제","평촌중앙공원",16/05/28,16/05/29,"아줌마 축제 기념공연+ 여성동호회공연+ 주부가요제+ 홍보체험부스+ 김치왕선발대회 등","http://www.ayac.or.kr","경기도 안양시 동안구 관평로 149 (평촌동)","경기도 안양시 동안구 평촌동 895",37.390137,126.9613287
757,"태화강마두희축제","울산 중구 원도심 일원",23/06/23,23/06/25,"마두희(줄당기기)+공연+전시+체험+전통+부대행사 등","http://ulsanmaduhee.co.kr/pages/index.html","울산광역시 중구 문화의거리 38","울산광역시 중구 옥교동 239-1",35.5569759,129.3219495
758,"통영한산대첩축제","통영 강구안 문화마당+통영시 일원",23/08/04,23/08/12,"삼도수군통제사 행차+임진왜란 3대 대첩지_삼도수군 군점 및 수조 재현+한산대첩 재현_통영 거북선 노젓기대회+행사+공연 등","https://tyhansancf.or.kr/","경상남도 통영시 세병로 27","경상남도 통영시 문화동 62 삼도수군통제영(세병관)",34.84715495,128.423489
759,"평창송어축제","진부면 오대천일원",23/12/29,24/01/28,"얼음낚시+텐트낚시+어린이낚시터+황금송어맨손잡기+얼음광장체험놀이 등","http://www.festival700.or.kr","강원특별자치도 평창군 진부면 경강로 3562","강원특별자치도 평창군 진부면 하진부리 325",37.6332028,128.5570396
760,"평창효석문화제","효석문화마을 일원",23/09/08,23/09/17,"메밀음식체험+전통민속놀이+감성마당+문화마당+자연마당","http://www.hyoseok.com","주소 X","강원특별자치도 평창군 봉평면 원길리 765-5",37.6131983,128.3710862
761,"포항국제불빛축제","형산강 체육공원 일원",23/05/26,23/05/28,"불빛 퍼레이드+개막식 및 퍼포먼스+국제 불꽃쇼+멀티미디어쇼+DJ PARTY","http://festival.phcf.or.kr/fireWorks/intro.do","주소 X","경상북도 포항시 남구 해도동 115-1",36.0176015,129.3745089
762,"하동야생차문화축제","하동군 일원",23/05/04,23/06/03,"시배지헌다례 공연+대한민국명창대전+하동세계차엑스포","http://www.wildteafestival.kr/contents1","경상남도 하동군 화개면 쌍계로 571-25","경상남도 하동군 화개면 운수리 664",35.22773215,127.6426521
763,"한산모시문화제","한산모시관+한산전통시장 일원",23/06/09,23/06/11,"한산모시짜기 체험+부대프로그램+체험프로그램","www.hansanmosi.kr/","충청남도 서천군 한산면 충절로 1089","충청남도 서천군 한산면 지현리 60-1",36.0799446,126.7987038
764,"한탄강얼음트레킹축제","철원 한탄강 물윗길 트레킹 코스 일원",24/01/13,24/01/21,"공연+행사+포토존+아이스 썰매존+아이스 겨울 놀이터+아이스 고드름 터널+픽토그램 눈썰매장 등","https://gcwcf.or.kr/w1_c_6_1/4","강원특별자치도 철원군 동송읍 한탄강길 208","강원특별자치도 철원군 동송읍 장흥리 725",38.20344715,127.2700356
765,"함평나비축제","함평엑스포공원",24/04/26,24/05/06,"나비날리기 체험+문화예술공연+전시행사 등","https://www.hpftf.or.kr/","전라남도 함평군 함평읍 곤재로 27","전라남도 함평군 함평읍 수호리 1153-1",35.05813923,126.5226056
